# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,nan
-3.437500000000000000e+00,nan
-3.312500000000000000e+00,nan
-3.187500000000000000e+00,nan
-3.062500000000000000e+00,nan
-2.937500000000000000e+00,nan
-2.812500000000000000e+00,nan
-2.687500000000000000e+00,-8.907067499999999916e-01
-2.562500000000000000e+00,-5.602588666666666883e-01
-2.437500000000000000e+00,-4.085362105263157795e-01
-2.312500000000000000e+00,-4.899421764705882421e-01
-2.187500000000000000e+00,-5.239391617647057853e-01
-2.062500000000000000e+00,-4.107780891089107822e-01
-1.937500000000000000e+00,-3.686676875000001741e-01
-1.812500000000000000e+00,-3.032921084337345530e-01
-1.687500000000000000e+00,-2.071222251655629731e-01
-1.562500000000000000e+00,-2.316512914438505211e-01
-1.437500000000000000e+00,-1.658683531989484372e-01
-1.312500000000000000e+00,-1.283330258241759669e-01
-1.187500000000000000e+00,-6.919281200857746450e-02
-1.062500000000000000e+00,-2.445845081767151694e-02
-9.375000000000000000e-01,2.163475515028704874e-02
-8.125000000000000000e-01,5.845902337481102135e-02
-6.875000000000000000e-01,7.843658649328916210e-02
-5.625000000000000000e-01,8.578760192958273523e-02
-4.375000000000000000e-01,8.933851932437714138e-02
-3.125000000000000000e-01,7.009720467378321995e-02
-1.875000000000000000e-01,4.567076183266628731e-02
-6.250000000000000000e-02,1.229770056267379640e-02
6.250000000000000000e-02,-1.811026754190516244e-02
1.875000000000000000e-01,-4.604354448306487851e-02
3.125000000000000000e-01,-7.491077101338795841e-02
4.375000000000000000e-01,-9.004678035463525854e-02
5.625000000000000000e-01,-9.429497677236896302e-02
6.875000000000000000e-01,-8.507865962079304289e-02
8.125000000000000000e-01,-6.700531558888586647e-02
9.375000000000000000e-01,-3.191143350728798539e-02
1.062500000000000000e+00,-6.368785965794796639e-03
1.187500000000000000e+00,3.741251814280138061e-02
1.312500000000000000e+00,1.154842098907418874e-01
1.437500000000000000e+00,1.631215130044845474e-01
1.562500000000000000e+00,2.163199516129035160e-01
1.687500000000000000e+00,2.752226122448980239e-01
1.812500000000000000e+00,3.180127013422821003e-01
1.937500000000000000e+00,3.184621325301205119e-01
2.062500000000000000e+00,2.973458048780487362e-01
2.187500000000000000e+00,2.613355714285714448e-01
2.312500000000000000e+00,4.050386896551725346e-01
2.437500000000000000e+00,2.096288000000000040e-01
2.562500000000000000e+00,2.311204545454545733e-01
2.687500000000000000e+00,3.255221999999999283e-01
2.812500000000000000e+00,-1.207698333333333401e-01
2.937500000000000000e+00,-6.439242857142854493e-02
3.062500000000000000e+00,5.421960000000000113e-01
3.187500000000000000e+00,6.647229999999999528e-01
3.312500000000000000e+00,nan
3.437500000000000000e+00,nan
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
